"TIME","GEO","S_ADJ","AGE","SEX","Value","Flag and Footnotes"
"2012","Latvia","Not seasonally adjusted data","Less than 25 years","Females","29.5",""
"2012","Latvia","Not seasonally adjusted data","From 25 to 74 years","Total","13.6",""
"2012","Latvia","Not seasonally adjusted data","From 25 to 74 years","Males","14.7",""
"2012","Latvia","Not seasonally adjusted data","From 25 to 74 years","Females","12.5",""
"2012","Lithuania","Not seasonally adjusted data","Total","Total","13.4",""
"2012","Lithuania","Not seasonally adjusted data","Total","Males","15.2",""
"2012","Lithuania","Not seasonally adjusted data","Total","Females","11.6",""
"2012","Lithuania","Not seasonally adjusted data","Less than 25 years","Total","26.7",""
"2012","Lithuania","Not seasonally adjusted data","Less than 25 years","Males","29.7",""
"2012","Lithuania","Not seasonally adjusted data","Less than 25 years","Females","22.7",""
"2012","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Total","12.2",""
"2012","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Males","13.7",""
"2012","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Females","10.8",""
"2012","Luxembourg","Not seasonally adjusted data","Total","Total","5.1",""
"2012","Luxembourg","Not seasonally adjusted data","Total","Males","4.5",""
"2012","Luxembourg","Not seasonally adjusted data","Total","Females","5.8",""
"2012","Luxembourg","Not seasonally adjusted data","Less than 25 years","Total","18.0",""
"2012","Luxembourg","Not seasonally adjusted data","Less than 25 years","Males","18.6",""
"2012","Luxembourg","Not seasonally adjusted data","Less than 25 years","Females","17.3",""
"2012","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Total","4.2",""
"2012","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Males","3.6",""
"2012","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Females","5.0",""
"2012","Hungary","Not seasonally adjusted data","Total","Total","11.0",""
"2012","Hungary","Not seasonally adjusted data","Total","Males","11.3",""
"2012","Hungary","Not seasonally adjusted data","Total","Females","10.6",""
"2012","Hungary","Not seasonally adjusted data","Less than 25 years","Total","28.2",""
"2012","Hungary","Not seasonally adjusted data","Less than 25 years","Males","29.1",""
"2012","Hungary","Not seasonally adjusted data","Less than 25 years","Females","27.1",""
"2012","Hungary","Not seasonally adjusted data","From 25 to 74 years","Total","9.7",""
"2012","Hungary","Not seasonally adjusted data","From 25 to 74 years","Males","10.0",""
"2012","Hungary","Not seasonally adjusted data","From 25 to 74 years","Females","9.4",""
"2012","Malta","Not seasonally adjusted data","Total","Total","6.3",""
"2012","Malta","Not seasonally adjusted data","Total","Males","5.7",""
"2012","Malta","Not seasonally adjusted data","Total","Females","7.3",""
"2012","Malta","Not seasonally adjusted data","Less than 25 years","Total","14.1",""
"2012","Malta","Not seasonally adjusted data","Less than 25 years","Males","13.5",""
"2012","Malta","Not seasonally adjusted data","Less than 25 years","Females","14.7",""
"2012","Malta","Not seasonally adjusted data","From 25 to 74 years","Total","4.9",""
"2012","Malta","Not seasonally adjusted data","From 25 to 74 years","Males","4.5",""
"2012","Malta","Not seasonally adjusted data","From 25 to 74 years","Females","5.6",""
"2012","Netherlands","Not seasonally adjusted data","Total","Total","5.8",""
"2012","Netherlands","Not seasonally adjusted data","Total","Males","5.5",""
"2012","Netherlands","Not seasonally adjusted data","Total","Females","6.2",""
"2012","Netherlands","Not seasonally adjusted data","Less than 25 years","Total","11.7",""
"2012","Netherlands","Not seasonally adjusted data","Less than 25 years","Males","11.8",""
"2012","Netherlands","Not seasonally adjusted data","Less than 25 years","Females","11.6",""
"2012","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Total","4.7",""
"2012","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Males","4.4",""
"2012","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Females","5.1",""
"2012","Austria","Not seasonally adjusted data","Total","Total","4.9",""
"2012","Austria","Not seasonally adjusted data","Total","Males","5.0",""
"2012","Austria","Not seasonally adjusted data","Total","Females","4.8",""
"2012","Austria","Not seasonally adjusted data","Less than 25 years","Total","9.4",""
"2012","Austria","Not seasonally adjusted data","Less than 25 years","Males","9.6",""
"2012","Austria","Not seasonally adjusted data","Less than 25 years","Females","9.2",""
"2012","Austria","Not seasonally adjusted data","From 25 to 74 years","Total","4.2",""
"2012","Austria","Not seasonally adjusted data","From 25 to 74 years","Males","4.2",""
"2012","Austria","Not seasonally adjusted data","From 25 to 74 years","Females","4.1",""
"2012","Poland","Not seasonally adjusted data","Total","Total","10.1",""
"2012","Poland","Not seasonally adjusted data","Total","Males","9.4",""
"2012","Poland","Not seasonally adjusted data","Total","Females","10.9",""
"2012","Poland","Not seasonally adjusted data","Less than 25 years","Total","26.5",""
"2012","Poland","Not seasonally adjusted data","Less than 25 years","Males","24.1",""
"2012","Poland","Not seasonally adjusted data","Less than 25 years","Females","30.0",""
"2012","Poland","Not seasonally adjusted data","From 25 to 74 years","Total","8.5",""
"2012","Poland","Not seasonally adjusted data","From 25 to 74 years","Males","7.9",""
"2012","Poland","Not seasonally adjusted data","From 25 to 74 years","Females","9.2",""
"2012","Portugal","Not seasonally adjusted data","Total","Total","15.8",""
"2012","Portugal","Not seasonally adjusted data","Total","Males","15.9",""
"2012","Portugal","Not seasonally adjusted data","Total","Females","15.6",""
"2012","Portugal","Not seasonally adjusted data","Less than 25 years","Total","38.0",""
"2012","Portugal","Not seasonally adjusted data","Less than 25 years","Males","36.7",""
"2012","Portugal","Not seasonally adjusted data","Less than 25 years","Females","39.4",""
"2012","Portugal","Not seasonally adjusted data","From 25 to 74 years","Total","13.9",""
"2012","Portugal","Not seasonally adjusted data","From 25 to 74 years","Males","14.0",""
"2012","Portugal","Not seasonally adjusted data","From 25 to 74 years","Females","13.7",""
"2012","Romania","Not seasonally adjusted data","Total","Total","6.8",""
"2012","Romania","Not seasonally adjusted data","Total","Males","7.4",""
"2012","Romania","Not seasonally adjusted data","Total","Females","6.1",""
"2012","Romania","Not seasonally adjusted data","Less than 25 years","Total","22.6",""
"2012","Romania","Not seasonally adjusted data","Less than 25 years","Males","22.2",""
"2012","Romania","Not seasonally adjusted data","Less than 25 years","Females","23.0",""
"2012","Romania","Not seasonally adjusted data","From 25 to 74 years","Total","5.4",""
"2012","Romania","Not seasonally adjusted data","From 25 to 74 years","Males","6.0",""
"2012","Romania","Not seasonally adjusted data","From 25 to 74 years","Females","4.7",""
"2012","Slovenia","Not seasonally adjusted data","Total","Total","8.9",""
"2012","Slovenia","Not seasonally adjusted data","Total","Males","8.4",""
"2012","Slovenia","Not seasonally adjusted data","Total","Females","9.4",""
"2012","Slovenia","Not seasonally adjusted data","Less than 25 years","Total","20.6",""
"2012","Slovenia","Not seasonally adjusted data","Less than 25 years","Males","20.3",""
"2012","Slovenia","Not seasonally adjusted data","Less than 25 years","Females","21.0",""
"2012","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Total","7.9",""
"2012","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Males","7.3",""
"2012","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Females","8.6",""
"2012","Slovakia","Not seasonally adjusted data","Total","Total","14.0",""
"2012","Slovakia","Not seasonally adjusted data","Total","Males","13.5",""
"2012","Slovakia","Not seasonally adjusted data","Total","Females","14.5",""
"2012","Slovakia","Not seasonally adjusted data","Less than 25 years","Total","34.0",""
"2012","Slovakia","Not seasonally adjusted data","Less than 25 years","Males","35.0",""
"2012","Slovakia","Not seasonally adjusted data","Less than 25 years","Females","32.5",""
"2012","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Total","12.2",""
"2012","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Males","11.4",""
"2012","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Females","13.2",""
"2012","Finland","Not seasonally adjusted data","Total","Total","7.7",""
"2012","Finland","Not seasonally adjusted data","Total","Males","8.3",""
"2012","Finland","Not seasonally adjusted data","Total","Females","7.1",""
"2012","Finland","Not seasonally adjusted data","Less than 25 years","Total","19.0",""
"2012","Finland","Not seasonally adjusted data","Less than 25 years","Males","19.9",""
"2012","Finland","Not seasonally adjusted data","Less than 25 years","Females","18.0",""
"2012","Finland","Not seasonally adjusted data","From 25 to 74 years","Total","6.1",""
"2012","Finland","Not seasonally adjusted data","From 25 to 74 years","Males","6.7",""
"2012","Finland","Not seasonally adjusted data","From 25 to 74 years","Females","5.4",""
"2012","Sweden","Not seasonally adjusted data","Total","Total","8.0",""
"2012","Sweden","Not seasonally adjusted data","Total","Males","8.2",""
"2012","Sweden","Not seasonally adjusted data","Total","Females","7.7",""
"2012","Sweden","Not seasonally adjusted data","Less than 25 years","Total","23.7",""
"2012","Sweden","Not seasonally adjusted data","Less than 25 years","Males","25.0",""
"2012","Sweden","Not seasonally adjusted data","Less than 25 years","Females","22.3",""
"2012","Sweden","Not seasonally adjusted data","From 25 to 74 years","Total","5.7",""
"2012","Sweden","Not seasonally adjusted data","From 25 to 74 years","Males","5.8",""
"2012","Sweden","Not seasonally adjusted data","From 25 to 74 years","Females","5.5",""
"2012","United Kingdom","Not seasonally adjusted data","Total","Total","7.9",""
"2012","United Kingdom","Not seasonally adjusted data","Total","Males","8.4",""
"2012","United Kingdom","Not seasonally adjusted data","Total","Females","7.4",""
"2012","United Kingdom","Not seasonally adjusted data","Less than 25 years","Total","21.2",""
"2012","United Kingdom","Not seasonally adjusted data","Less than 25 years","Males","23.9",""
"2012","United Kingdom","Not seasonally adjusted data","Less than 25 years","Females","18.2",""
"2012","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Total","5.7",""
"2012","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Males","5.8",""
"2012","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Females","5.5",""
"2012","Iceland","Not seasonally adjusted data","Total","Total","6.0",""
"2012","Iceland","Not seasonally adjusted data","Total","Males","6.4",""
"2012","Iceland","Not seasonally adjusted data","Total","Females","5.7",""
"2012","Iceland","Not seasonally adjusted data","Less than 25 years","Total","13.6",""
"2012","Iceland","Not seasonally adjusted data","Less than 25 years","Males","14.7",""
"2012","Iceland","Not seasonally adjusted data","Less than 25 years","Females","12.4",""
"2012","Iceland","Not seasonally adjusted data","From 25 to 74 years","Total","4.5",""
"2012","Iceland","Not seasonally adjusted data","From 25 to 74 years","Males","4.7",""
"2012","Iceland","Not seasonally adjusted data","From 25 to 74 years","Females","4.2",""
"2012","Norway","Not seasonally adjusted data","Total","Total","3.2",""
"2012","Norway","Not seasonally adjusted data","Total","Males","3.6",""
"2012","Norway","Not seasonally adjusted data","Total","Females","2.8",""
"2012","Norway","Not seasonally adjusted data","Less than 25 years","Total","8.6",""
"2012","Norway","Not seasonally adjusted data","Less than 25 years","Males","9.8",""
"2012","Norway","Not seasonally adjusted data","Less than 25 years","Females","7.3",""
"2012","Norway","Not seasonally adjusted data","From 25 to 74 years","Total","2.3",""
"2012","Norway","Not seasonally adjusted data","From 25 to 74 years","Males","2.6",""
"2012","Norway","Not seasonally adjusted data","From 25 to 74 years","Females","2.0",""
"2012","Turkey","Not seasonally adjusted data","Total","Total","8.4",""
"2012","Turkey","Not seasonally adjusted data","Total","Males",":",""
"2012","Turkey","Not seasonally adjusted data","Total","Females",":",""
"2012","Turkey","Not seasonally adjusted data","Less than 25 years","Total","15.8",""
"2012","Turkey","Not seasonally adjusted data","Less than 25 years","Males",":",""
"2012","Turkey","Not seasonally adjusted data","Less than 25 years","Females",":",""
"2012","Turkey","Not seasonally adjusted data","From 25 to 74 years","Total","7.0",""
"2012","Turkey","Not seasonally adjusted data","From 25 to 74 years","Males",":",""
"2012","Turkey","Not seasonally adjusted data","From 25 to 74 years","Females",":",""
"2012","United States","Not seasonally adjusted data","Total","Total","8.1",""
"2012","United States","Not seasonally adjusted data","Total","Males","8.2",""
"2012","United States","Not seasonally adjusted data","Total","Females","7.9",""
"2012","United States","Not seasonally adjusted data","Less than 25 years","Total","16.2",""
"2012","United States","Not seasonally adjusted data","Less than 25 years","Males","17.6",""
"2012","United States","Not seasonally adjusted data","Less than 25 years","Females","14.7",""
"2012","United States","Not seasonally adjusted data","From 25 to 74 years","Total","6.8",""
"2012","United States","Not seasonally adjusted data","From 25 to 74 years","Males","6.8",""
"2012","United States","Not seasonally adjusted data","From 25 to 74 years","Females","6.8",""
"2012","Japan","Not seasonally adjusted data","Total","Total","4.3",""
"2012","Japan","Not seasonally adjusted data","Total","Males","4.6",""
"2012","Japan","Not seasonally adjusted data","Total","Females","4.0",""
"2012","Japan","Not seasonally adjusted data","Less than 25 years","Total","8.1",""
"2012","Japan","Not seasonally adjusted data","Less than 25 years","Males","8.9",""
"2012","Japan","Not seasonally adjusted data","Less than 25 years","Females","7.4",""
"2012","Japan","Not seasonally adjusted data","From 25 to 74 years","Total","4.0",""
"2012","Japan","Not seasonally adjusted data","From 25 to 74 years","Males","4.2",""
"2012","Japan","Not seasonally adjusted data","From 25 to 74 years","Females","3.7",""
"2013","Belgium","Not seasonally adjusted data","Total","Total","8.4",""
"2013","Belgium","Not seasonally adjusted data","Total","Males","8.7",""
"2013","Belgium","Not seasonally adjusted data","Total","Females","8.2",""
"2013","Belgium","Not seasonally adjusted data","Less than 25 years","Total","23.7",""
"2013","Belgium","Not seasonally adjusted data","Less than 25 years","Males","24.7",""
"2013","Belgium","Not seasonally adjusted data","Less than 25 years","Females","22.5",""
"2013","Belgium","Not seasonally adjusted data","From 25 to 74 years","Total","7.1",""
"2013","Belgium","Not seasonally adjusted data","From 25 to 74 years","Males","7.2",""
"2013","Belgium","Not seasonally adjusted data","From 25 to 74 years","Females","6.9",""
"2013","Bulgaria","Not seasonally adjusted data","Total","Total","13.0",""
"2013","Bulgaria","Not seasonally adjusted data","Total","Males","13.9",""
"2013","Bulgaria","Not seasonally adjusted data","Total","Females","11.8",""
"2013","Bulgaria","Not seasonally adjusted data","Less than 25 years","Total","28.4",""
"2013","Bulgaria","Not seasonally adjusted data","Less than 25 years","Males","30.2",""
"2013","Bulgaria","Not seasonally adjusted data","Less than 25 years","Females","25.7",""
"2013","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Total","11.8",""
"2013","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Males","12.6",""
"2013","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Females","11.0",""
"2013","Czech Republic","Not seasonally adjusted data","Total","Total","7.0",""
"2013","Czech Republic","Not seasonally adjusted data","Total","Males","5.9",""
"2013","Czech Republic","Not seasonally adjusted data","Total","Females","8.3",""
"2013","Czech Republic","Not seasonally adjusted data","Less than 25 years","Total","18.9",""
"2013","Czech Republic","Not seasonally adjusted data","Less than 25 years","Males","18.7",""
"2013","Czech Republic","Not seasonally adjusted data","Less than 25 years","Females","19.3",""
"2013","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Total","6.1",""
"2013","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Males","4.9",""
"2013","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Females","7.6",""
"2013","Denmark","Not seasonally adjusted data","Total","Total","7.0",""
"2013","Denmark","Not seasonally adjusted data","Total","Males","6.7",""
"2013","Denmark","Not seasonally adjusted data","Total","Females","7.3",""
"2013","Denmark","Not seasonally adjusted data","Less than 25 years","Total","13.0",""
"2013","Denmark","Not seasonally adjusted data","Less than 25 years","Males","14.2",""
"2013","Denmark","Not seasonally adjusted data","Less than 25 years","Females","11.8",""
"2013","Denmark","Not seasonally adjusted data","From 25 to 74 years","Total","5.9",""
"2013","Denmark","Not seasonally adjusted data","From 25 to 74 years","Males","5.5",""
"2013","Denmark","Not seasonally adjusted data","From 25 to 74 years","Females","6.4",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Total","5.2",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Males","5.5",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Females","4.9",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Total","7.8",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Males","8.5",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Females","7.1",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Total","4.9",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Males","5.2",""
"2013","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Females","4.7",""
"2013","Estonia","Not seasonally adjusted data","Total","Total","8.6",""
"2013","Estonia","Not seasonally adjusted data","Total","Males","9.1",""
"2013","Estonia","Not seasonally adjusted data","Total","Females","8.2",""
"2013","Estonia","Not seasonally adjusted data","Less than 25 years","Total","18.7",""
"2013","Estonia","Not seasonally adjusted data","Less than 25 years","Males","17.7",""
"2013","Estonia","Not seasonally adjusted data","Less than 25 years","Females","19.8",""
"2013","Estonia","Not seasonally adjusted data","From 25 to 74 years","Total","7.6",""
"2013","Estonia","Not seasonally adjusted data","From 25 to 74 years","Males","8.2",""
"2013","Estonia","Not seasonally adjusted data","From 25 to 74 years","Females","7.1",""
"2013","Ireland","Not seasonally adjusted data","Total","Total","13.1",""
"2013","Ireland","Not seasonally adjusted data","Total","Males","15.0",""
"2013","Ireland","Not seasonally adjusted data","Total","Females","10.7",""
"2013","Ireland","Not seasonally adjusted data","Less than 25 years","Total","26.8",""
"2013","Ireland","Not seasonally adjusted data","Less than 25 years","Males","29.8",""
"2013","Ireland","Not seasonally adjusted data","Less than 25 years","Females","23.5",""
"2013","Ireland","Not seasonally adjusted data","From 25 to 74 years","Total","11.6",""
"2013","Ireland","Not seasonally adjusted data","From 25 to 74 years","Males","13.5",""
"2013","Ireland","Not seasonally adjusted data","From 25 to 74 years","Females","9.2",""
"2013","Greece","Not seasonally adjusted data","Total","Total","27.5",""
"2013","Greece","Not seasonally adjusted data","Total","Males","24.5",""
"2013","Greece","Not seasonally adjusted data","Total","Females","31.4",""
"2013","Greece","Not seasonally adjusted data","Less than 25 years","Total","58.3",""
"2013","Greece","Not seasonally adjusted data","Less than 25 years","Males","53.8",""
"2013","Greece","Not seasonally adjusted data","Less than 25 years","Females","63.8",""
"2013","Greece","Not seasonally adjusted data","From 25 to 74 years","Total","25.4",""
"2013","Greece","Not seasonally adjusted data","From 25 to 74 years","Males","22.5",""
"2013","Greece","Not seasonally adjusted data","From 25 to 74 years","Females","29.0",""
"2013","Spain","Not seasonally adjusted data","Total","Total","26.1",""
"2013","Spain","Not seasonally adjusted data","Total","Males","25.6",""
"2013","Spain","Not seasonally adjusted data","Total","Females","26.7",""
"2013","Spain","Not seasonally adjusted data","Less than 25 years","Total","55.5",""
"2013","Spain","Not seasonally adjusted data","Less than 25 years","Males","56.2",""
"2013","Spain","Not seasonally adjusted data","Less than 25 years","Females","54.6",""
"2013","Spain","Not seasonally adjusted data","From 25 to 74 years","Total","23.8",""
"2013","Spain","Not seasonally adjusted data","From 25 to 74 years","Males","23.2",""
"2013","Spain","Not seasonally adjusted data","From 25 to 74 years","Females","24.4",""
"2013","France","Not seasonally adjusted data","Total","Total","10.3",""
"2013","France","Not seasonally adjusted data","Total","Males","10.4",""
"2013","France","Not seasonally adjusted data","Total","Females","10.2",""
"2013","France","Not seasonally adjusted data","Less than 25 years","Total","24.9",""
"2013","France","Not seasonally adjusted data","Less than 25 years","Males","24.6",""
"2013","France","Not seasonally adjusted data","Less than 25 years","Females","25.2",""
"2013","France","Not seasonally adjusted data","From 25 to 74 years","Total","8.7",""
"2013","France","Not seasonally adjusted data","From 25 to 74 years","Males","8.8",""
"2013","France","Not seasonally adjusted data","From 25 to 74 years","Females","8.7",""
"2013","Croatia","Not seasonally adjusted data","Total","Total","17.3",""
"2013","Croatia","Not seasonally adjusted data","Total","Males","17.7",""
"2013","Croatia","Not seasonally adjusted data","Total","Females","16.8",""
"2013","Croatia","Not seasonally adjusted data","Less than 25 years","Total","50.0",""
"2013","Croatia","Not seasonally adjusted data","Less than 25 years","Males","49.9",""
"2013","Croatia","Not seasonally adjusted data","Less than 25 years","Females","50.2",""
"2013","Croatia","Not seasonally adjusted data","From 25 to 74 years","Total","14.4",""
"2013","Croatia","Not seasonally adjusted data","From 25 to 74 years","Males","14.6",""
"2013","Croatia","Not seasonally adjusted data","From 25 to 74 years","Females","14.2",""
"2013","Italy","Not seasonally adjusted data","Total","Total","12.1",""
"2013","Italy","Not seasonally adjusted data","Total","Males","11.5",""
"2013","Italy","Not seasonally adjusted data","Total","Females","13.1",""
"2013","Italy","Not seasonally adjusted data","Less than 25 years","Total","40.0",""
"2013","Italy","Not seasonally adjusted data","Less than 25 years","Males","39.0",""
"2013","Italy","Not seasonally adjusted data","Less than 25 years","Females","41.5",""
"2013","Italy","Not seasonally adjusted data","From 25 to 74 years","Total","10.2",""
"2013","Italy","Not seasonally adjusted data","From 25 to 74 years","Males","9.6",""
"2013","Italy","Not seasonally adjusted data","From 25 to 74 years","Females","11.1",""
"2013","Cyprus","Not seasonally adjusted data","Total","Total","15.9",""
"2013","Cyprus","Not seasonally adjusted data","Total","Males","16.6",""
"2013","Cyprus","Not seasonally adjusted data","Total","Females","15.2",""
"2013","Cyprus","Not seasonally adjusted data","Less than 25 years","Total","38.9",""
"2013","Cyprus","Not seasonally adjusted data","Less than 25 years","Males","41.1",""
"2013","Cyprus","Not seasonally adjusted data","Less than 25 years","Females","36.8",""
"2013","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Total","13.6",""
"2013","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Males","14.2",""
"2013","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Females","12.8",""
"2013","Latvia","Not seasonally adjusted data","Total","Total","11.9",""
"2013","Latvia","Not seasonally adjusted data","Total","Males","12.6",""
"2013","Latvia","Not seasonally adjusted data","Total","Females","11.1",""
"2013","Latvia","Not seasonally adjusted data","Less than 25 years","Total","23.2",""
"2013","Latvia","Not seasonally adjusted data","Less than 25 years","Males","21.8",""
"2013","Latvia","Not seasonally adjusted data","Less than 25 years","Females","24.9",""
"2013","Latvia","Not seasonally adjusted data","From 25 to 74 years","Total","10.7",""
"2013","Latvia","Not seasonally adjusted data","From 25 to 74 years","Males","11.5",""
"2013","Latvia","Not seasonally adjusted data","From 25 to 74 years","Females","9.9",""
"2013","Lithuania","Not seasonally adjusted data","Total","Total","11.8",""
"2013","Lithuania","Not seasonally adjusted data","Total","Males","13.1",""
"2013","Lithuania","Not seasonally adjusted data","Total","Females","10.5",""
"2013","Lithuania","Not seasonally adjusted data","Less than 25 years","Total","21.9",""
"2013","Lithuania","Not seasonally adjusted data","Less than 25 years","Males","23.0",""
"2013","Lithuania","Not seasonally adjusted data","Less than 25 years","Females","20.4",""
"2013","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Total","10.9",""
"2013","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Males","12.0",""
"2013","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Females","9.7",""
"2013","Luxembourg","Not seasonally adjusted data","Total","Total","5.9",""
"2013","Luxembourg","Not seasonally adjusted data","Total","Males","5.6",""
"2013","Luxembourg","Not seasonally adjusted data","Total","Females","6.2",""
"2013","Luxembourg","Not seasonally adjusted data","Less than 25 years","Total","16.9",""
"2013","Luxembourg","Not seasonally adjusted data","Less than 25 years","Males","18.8",""
"2013","Luxembourg","Not seasonally adjusted data","Less than 25 years","Females","14.2",""
"2013","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Total","5.1",""
"2013","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Males","4.7",""
"2013","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Females","5.7",""
"2013","Hungary","Not seasonally adjusted data","Total","Total","10.2",""
"2013","Hungary","Not seasonally adjusted data","Total","Males","10.2",""
"2013","Hungary","Not seasonally adjusted data","Total","Females","10.1",""
"2013","Hungary","Not seasonally adjusted data","Less than 25 years","Total","26.6",""
"2013","Hungary","Not seasonally adjusted data","Less than 25 years","Males","25.6",""
"2013","Hungary","Not seasonally adjusted data","Less than 25 years","Females","27.9",""
"2013","Hungary","Not seasonally adjusted data","From 25 to 74 years","Total","8.9",""
"2013","Hungary","Not seasonally adjusted data","From 25 to 74 years","Males","8.9",""
"2013","Hungary","Not seasonally adjusted data","From 25 to 74 years","Females","8.9",""
"2013","Malta","Not seasonally adjusted data","Total","Total","6.4",""
"2013","Malta","Not seasonally adjusted data","Total","Males","6.5",""
"2013","Malta","Not seasonally adjusted data","Total","Females","6.3",""
"2013","Malta","Not seasonally adjusted data","Less than 25 years","Total","13.0",""
"2013","Malta","Not seasonally adjusted data","Less than 25 years","Males","15.2",""
"2013","Malta","Not seasonally adjusted data","Less than 25 years","Females","10.4",""
"2013","Malta","Not seasonally adjusted data","From 25 to 74 years","Total","5.2",""
"2013","Malta","Not seasonally adjusted data","From 25 to 74 years","Males","5.1",""
"2013","Malta","Not seasonally adjusted data","From 25 to 74 years","Females","5.3",""
"2013","Netherlands","Not seasonally adjusted data","Total","Total","7.3",""
"2013","Netherlands","Not seasonally adjusted data","Total","Males","7.2",""
"2013","Netherlands","Not seasonally adjusted data","Total","Females","7.3",""
"2013","Netherlands","Not seasonally adjusted data","Less than 25 years","Total","13.2",""
"2013","Netherlands","Not seasonally adjusted data","Less than 25 years","Males","13.5",""
"2013","Netherlands","Not seasonally adjusted data","Less than 25 years","Females","12.9",""
"2013","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Total","6.1",""
"2013","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Males","6.1",""
"2013","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Females","6.2",""
"2013","Austria","Not seasonally adjusted data","Total","Total","5.4",""
"2013","Austria","Not seasonally adjusted data","Total","Males","5.4",""
"2013","Austria","Not seasonally adjusted data","Total","Females","5.3",""
"2013","Austria","Not seasonally adjusted data","Less than 25 years","Total","9.7",""
"2013","Austria","Not seasonally adjusted data","Less than 25 years","Males","9.4",""
"2013","Austria","Not seasonally adjusted data","Less than 25 years","Females","10.0",""
"2013","Austria","Not seasonally adjusted data","From 25 to 74 years","Total","4.7",""
"2013","Austria","Not seasonally adjusted data","From 25 to 74 years","Males","4.8",""
"2013","Austria","Not seasonally adjusted data","From 25 to 74 years","Females","4.6",""
"2013","Poland","Not seasonally adjusted data","Total","Total","10.3",""
"2013","Poland","Not seasonally adjusted data","Total","Males","9.7",""
"2013","Poland","Not seasonally adjusted data","Total","Females","11.1",""
"2013","Poland","Not seasonally adjusted data","Less than 25 years","Total","27.3",""
"2013","Poland","Not seasonally adjusted data","Less than 25 years","Males","25.4",""
"2013","Poland","Not seasonally adjusted data","Less than 25 years","Females","30.1",""
"2013","Poland","Not seasonally adjusted data","From 25 to 74 years","Total","8.8",""
"2013","Poland","Not seasonally adjusted data","From 25 to 74 years","Males","8.1",""
"2013","Poland","Not seasonally adjusted data","From 25 to 74 years","Females","9.5",""
"2013","Portugal","Not seasonally adjusted data","Total","Total","16.4",""
"2013","Portugal","Not seasonally adjusted data","Total","Males","16.3",""
"2013","Portugal","Not seasonally adjusted data","Total","Females","16.6",""
"2013","Portugal","Not seasonally adjusted data","Less than 25 years","Total","38.1",""
"2013","Portugal","Not seasonally adjusted data","Less than 25 years","Males","36.7",""
"2013","Portugal","Not seasonally adjusted data","Less than 25 years","Females","39.7",""
"2013","Portugal","Not seasonally adjusted data","From 25 to 74 years","Total","14.7",""
"2013","Portugal","Not seasonally adjusted data","From 25 to 74 years","Males","14.6",""
"2013","Portugal","Not seasonally adjusted data","From 25 to 74 years","Females","14.7",""
"2013","Romania","Not seasonally adjusted data","Total","Total","7.1",""
